temperature,humidity,soil_moisture,aqi_sensor,pump_state
42.72,68.25,WET,582.45,OFF
50.81,47.43,WET,722.34,ON
30.09,51.24,DRY,114.68,ON
41.65,68.3,WET,594.74,OFF
46.09,56.96,DRY,324.49,ON
19.11,30.86,WET,67.65,OFF
11.77,73.49,DRY,990.73,ON
8.91,99.53,DRY,52.94,ON
0.81,26.28,WET,144.54,OFF
6.95,77.14,DRY,201.61,ON
47.15,40.1,WET,596.89,OFF
25.72,55.79,DRY,421.87,ON
16.38,1.52,WET,330.74,ON
3.65,65.57,WET,308.44,OFF
32.81,96.46,DRY,445.41,ON
21.82,68.19,WET,60.84,OFF
36.61,18.66,DRY,470.72,ON
6.49,46.98,WET,658.79,OFF
24.98,29.7,DRY,912.17,ON
4.28,18.87,DRY,504.14,ON
25.11,60.88,WET,495.16,OFF
23.24,79.19,WET,329.58,OFF
24.93,53.54,WET,500.83,OFF
30.93,99.38,WET,108.44,OFF
32.88,90.52,WET,277.33,OFF
14.82,37.49,DRY,742.75,ON
54.43,49.36,DRY,292.85,ON
15.29,14.08,WET,646.08,OFF
53.43,93.82,WET,912.47,ON
28.74,70.48,WET,275.12,OFF
21.49,14.2,DRY,699.98,ON
54.7,49.95,WET,974.12,ON
26.59,73.15,WET,201.65,OFF
44.86,99.48,DRY,984.32,ON
54.39,81.73,WET,49.6,ON
18.03,57.82,DRY,759.04,ON
26.07,2.53,DRY,876.75,ON
49.97,86.82,DRY,491.36,ON
31.4,73.6,WET,878.99,OFF
0.6,6.56,DRY,507.86,ON
25.75,14.08,WET,634.01,OFF
15.28,37.98,DRY,26.75,ON
42.51,45.48,WET,97.59,OFF
32.3,24.59,DRY,187.92,ON
27.35,48.7,WET,805.5,OFF
18.57,24.43,WET,836.4,OFF
1.59,32.1,DRY,478.14,ON
1.33,90.2,DRY,191.5,ON
40.48,78.46,DRY,404.08,ON
30.47,93.18,WET,338.85,OFF
29.42,61.9,WET,190.03,OFF
13.39,82.81,WET,410.14,OFF
35.52,91.43,DRY,657.6,ON
56.75,19.25,WET,29.97,ON
19.11,87.39,WET,998.98,OFF
48.85,18.2,WET,234.49,OFF
37.52,82.62,DRY,467.86,ON
16.45,96.74,DRY,385.51,ON
44.64,71.82,WET,392.42,OFF
41.68,61.89,DRY,2.76,ON
4.33,39.34,WET,56.66,OFF
41.71,70.87,WET,851.14,OFF
5.98,35.93,DRY,381.92,ON
26.3,77.88,DRY,202.32,ON
26.77,85.11,DRY,949.35,ON
29.14,14.05,WET,708.05,OFF
21.11,63.2,DRY,742.42,ON
16.15,29.85,DRY,839.1,ON
19.32,25.48,DRY,422.86,ON
30.44,45.63,WET,824.59,OFF
3.28,34.86,WET,196.0,OFF
43.88,89.83,DRY,606.35,ON
44.91,2.71,WET,584.68,ON
18.7,98.2,WET,333.33,OFF
22.98,56.48,DRY,584.51,ON
32.49,42.19,WET,558.21,OFF
15.94,72.86,WET,14.06,OFF
7.76,60.67,WET,415.63,OFF
13.94,42.34,DRY,690.03,ON
39.6,48.23,DRY,592.11,ON
18.53,41.07,WET,544.51,OFF
51.5,10.16,WET,712.03,ON
53.1,36.47,DRY,346.77,ON
39.94,41.25,DRY,348.76,ON
36.42,46.02,WET,429.15,OFF
44.33,89.96,DRY,659.71,ON
24.19,46.94,WET,663.3,OFF
26.94,95.96,DRY,284.51,ON
51.55,35.75,DRY,904.49,ON
36.16,9.83,DRY,947.2,ON
41.41,23.9,DRY,982.28,ON
41.98,10.77,DRY,19.59,ON
44.63,89.39,WET,681.91,OFF
19.05,54.72,DRY,716.88,ON
42.85,33.21,DRY,617.9,ON
29.81,22.84,WET,287.47,OFF
3.6,22.05,WET,912.54,OFF
37.23,75.8,DRY,861.46,ON
23.4,56.39,DRY,602.9,ON
57.95,60.39,DRY,359.19,ON
11.13,26.16,WET,20.99,OFF
29.22,94.88,WET,444.56,OFF
10.84,45.78,WET,114.46,OFF
45.11,54.53,WET,616.41,OFF
31.36,15.27,DRY,112.65,ON
32.38,25.6,WET,106.53,OFF
13.16,44.99,DRY,879.52,ON
33.8,79.05,DRY,522.68,ON
0.25,44.7,WET,172.68,OFF
0.18,76.03,DRY,301.78,ON
27.04,51.45,DRY,348.4,ON
5.66,50.12,WET,259.23,OFF
43.9,69.13,DRY,334.11,ON
15.69,89.85,DRY,635.83,ON
21.21,39.21,DRY,457.88,ON
15.49,49.55,DRY,85.25,ON
0.9,30.33,DRY,320.86,ON
16.41,65.18,WET,801.75,OFF
47.02,89.39,WET,85.84,OFF
22.89,96.59,DRY,996.16,ON
46.64,88.32,WET,339.25,OFF
9.93,89.02,DRY,978.55,ON
50.59,49.7,WET,969.67,ON
7.43,70.54,DRY,408.99,ON
57.54,64.01,DRY,303.42,ON
39.64,98.26,DRY,791.79,ON
43.01,72.34,WET,432.16,OFF
59.52,82.71,DRY,301.0,ON
16.3,59.52,WET,387.13,OFF
31.15,69.89,WET,292.05,OFF
25.73,66.53,DRY,870.05,ON
29.32,41.64,DRY,775.21,ON
30.69,8.22,DRY,461.68,ON
55.8,70.96,DRY,820.59,ON
37.92,7.19,DRY,580.33,ON
10.51,3.85,DRY,634.43,ON
48.24,28.99,WET,283.63,OFF
52.28,82.25,WET,280.8,ON
22.04,19.53,WET,191.65,OFF
4.81,22.95,WET,434.48,OFF
43.46,98.55,DRY,324.55,ON
2.74,37.63,WET,245.33,OFF
33.57,21.11,WET,543.48,OFF
25.93,11.43,WET,615.65,OFF
17.61,87.01,WET,855.87,OFF
56.25,97.06,DRY,7.02,ON
38.72,29.28,DRY,125.97,ON
54.38,45.52,WET,428.75,ON
43.39,90.73,DRY,403.74,ON
18.03,71.25,WET,628.94,OFF
42.91,89.18,DRY,195.87,ON
10.37,51.22,DRY,452.06,ON
13.05,99.77,WET,562.57,OFF
14.52,38.43,DRY,723.65,ON
52.58,61.49,WET,718.68,ON
29.19,48.92,WET,957.43,OFF
42.38,9.23,DRY,983.05,ON
21.44,54.73,DRY,523.83,ON
12.14,48.32,DRY,134.04,ON
41.32,92.35,WET,956.56,OFF
27.22,85.62,DRY,480.08,ON
6.22,67.3,WET,893.04,OFF
17.85,13.05,DRY,636.76,ON
9.55,37.44,WET,792.2,OFF
20.96,46.49,DRY,407.51,ON
45.72,19.51,WET,57.49,OFF
40.17,85.16,DRY,138.61,ON
37.62,16.49,DRY,930.37,ON
47.35,64.54,WET,221.27,OFF
52.17,8.93,DRY,922.9,ON
37.97,60.08,DRY,849.16,ON
20.59,91.83,DRY,759.05,ON
32.82,45.43,DRY,508.26,ON
24.74,69.89,DRY,990.79,ON
35.97,77.53,WET,791.08,OFF
46.93,69.22,WET,255.06,OFF
51.07,18.96,DRY,859.62,ON
3.43,73.39,WET,695.51,OFF
10.62,72.12,DRY,144.4,ON
7.34,3.73,WET,388.94,ON
48.29,95.91,WET,308.15,OFF
43.57,53.92,DRY,557.63,ON
28.03,58.61,DRY,452.72,ON
28.46,41.43,WET,66.47,OFF
29.58,56.39,DRY,557.8,ON
26.08,5.5,WET,215.93,ON
54.71,43.19,WET,118.53,ON
45.66,27.14,DRY,806.22,ON
3.13,18.21,DRY,3.5,ON
35.01,81.99,DRY,181.4,ON
30.4,99.56,WET,947.35,OFF
16.41,72.67,WET,92.74,OFF
23.3,41.61,DRY,567.48,ON
39.5,32.16,WET,126.48,OFF
29.56,65.74,WET,79.08,OFF
55.64,46.69,WET,91.8,ON
14.66,42.59,WET,569.22,OFF
48.55,86.01,WET,954.1,OFF
52.15,96.31,DRY,162.79,ON
28.34,3.91,DRY,42.75,ON
29.06,39.09,DRY,130.69,ON
3.94,18.15,DRY,205.28,ON
44.78,51.31,WET,748.49,OFF
55.41,60.4,DRY,965.39,ON
16.79,83.58,WET,945.82,OFF
23.12,27.51,WET,693.33,OFF
43.23,53.79,WET,670.62,OFF
15.92,85.09,DRY,692.46,ON
40.79,21.73,WET,143.08,OFF
38.45,75.37,DRY,5.51,ON
42.96,8.7,WET,926.26,ON
35.03,87.71,WET,381.49,OFF
57.15,0.43,WET,181.61,ON
20.68,41.57,WET,24.51,OFF
17.9,63.94,WET,862.75,OFF
5.53,54.54,DRY,214.27,ON
41.97,15.63,DRY,270.71,ON
11.22,53.25,WET,327.06,OFF
11.68,56.43,WET,845.56,OFF
28.23,63.77,DRY,655.41,ON
16.42,28.93,WET,237.44,OFF
16.24,51.25,DRY,727.68,ON
6.55,98.72,DRY,944.28,ON
51.99,42.2,WET,243.32,ON
25.74,47.34,WET,297.66,OFF
33.18,5.78,WET,482.65,ON
31.46,50.88,DRY,634.05,ON
57.31,4.91,WET,799.88,ON
53.64,66.06,DRY,36.61,ON
40.02,45.67,DRY,278.46,ON
32.02,20.24,WET,452.08,OFF
58.23,91.56,WET,583.55,ON
16.35,81.85,WET,95.86,OFF
47.96,91.88,DRY,964.4,ON
54.22,46.09,DRY,376.92,ON
11.82,73.29,WET,129.21,OFF
26.86,43.37,WET,151.28,OFF
8.25,28.77,WET,545.15,OFF
38.58,25.05,DRY,557.13,ON
49.91,6.84,DRY,924.87,ON
27.54,26.7,WET,181.55,OFF
24.77,79.21,DRY,301.62,ON
40.58,64.54,WET,919.0,OFF
13.04,86.36,WET,607.96,OFF
28.86,92.34,DRY,792.69,ON
9.9,8.04,DRY,584.31,ON
9.72,65.15,WET,747.28,OFF
30.57,93.78,DRY,285.21,ON
17.87,86.65,DRY,43.25,ON
8.62,1.33,DRY,314.98,ON
45.39,16.27,DRY,635.87,ON
0.97,92.18,WET,319.56,OFF
52.69,92.24,WET,427.91,ON
37.31,71.95,DRY,860.42,ON
57.06,91.46,WET,505.6,ON
46.95,24.48,DRY,556.21,ON
38.86,23.38,DRY,570.39,ON
21.03,19.42,WET,698.43,OFF
32.04,45.82,WET,934.94,OFF
8.65,26.0,DRY,479.54,ON
8.65,61.14,WET,532.23,OFF
6.41,56.71,WET,400.16,OFF
34.85,35.04,WET,736.71,OFF
3.94,89.83,WET,40.29,OFF
41.34,44.5,WET,940.32,OFF
29.56,36.81,WET,424.63,OFF
12.77,62.54,WET,771.61,OFF
50.6,47.92,DRY,532.07,ON
7.07,4.47,WET,739.32,ON
48.36,86.17,DRY,831.63,ON
37.55,33.69,WET,24.94,OFF
30.64,71.55,WET,170.03,OFF
25.92,14.48,WET,386.68,OFF
48.17,21.18,WET,755.06,OFF
28.37,34.49,DRY,893.02,ON
42.84,51.6,DRY,604.09,ON
50.17,80.51,DRY,428.31,ON
26.79,94.91,WET,36.44,OFF
43.15,4.74,WET,176.24,ON
58.6,19.38,DRY,836.01,ON
44.48,27.51,WET,321.28,OFF
57.83,98.48,DRY,557.2,ON
39.37,34.12,DRY,274.93,ON
51.75,34.62,DRY,632.56,ON
2.86,16.15,WET,496.04,OFF
11.17,31.28,DRY,292.29,ON
43.56,90.48,DRY,887.01,ON
56.32,27.13,WET,548.09,ON
57.46,78.42,DRY,879.9,ON
23.46,68.53,WET,912.08,OFF
38.46,35.82,WET,164.17,OFF
45.43,33.18,WET,328.85,OFF
28.54,22.74,DRY,68.86,ON
11.91,69.33,WET,558.77,OFF
33.97,16.23,WET,891.35,OFF
59.93,59.33,DRY,11.92,ON
7.87,85.93,WET,982.55,OFF
1.31,4.51,DRY,277.83,ON
42.59,42.42,WET,464.09,OFF
33.09,4.44,DRY,897.37,ON
12.6,44.58,WET,389.3,OFF
30.43,3.71,DRY,640.12,ON
27.23,8.99,WET,878.39,ON
44.0,15.76,WET,970.11,OFF
15.17,98.47,DRY,289.62,ON
28.54,47.36,WET,378.77,OFF
23.74,11.48,DRY,895.61,ON
8.15,38.29,DRY,951.8,ON
18.45,80.87,DRY,607.98,ON
46.77,94.27,DRY,944.85,ON
53.1,41.44,WET,107.19,ON
28.37,32.44,DRY,585.52,ON
18.76,0.99,WET,56.83,ON
25.62,43.33,WET,825.14,OFF
39.22,28.52,DRY,849.17,ON
35.71,49.93,WET,936.44,OFF
1.83,13.75,DRY,33.6,ON
6.51,56.27,WET,13.29,OFF
58.75,28.09,WET,65.09,ON
50.07,51.81,WET,773.23,ON
9.34,29.85,DRY,541.58,ON
15.45,99.51,DRY,745.51,ON
16.74,63.17,WET,473.47,OFF
48.95,60.96,DRY,482.88,ON
10.76,43.26,DRY,761.77,ON
31.95,83.18,WET,59.5,OFF
34.16,60.48,WET,492.98,OFF
31.31,53.08,WET,826.59,OFF
9.63,11.25,DRY,59.99,ON
31.77,74.02,DRY,141.59,ON
36.14,52.53,DRY,702.33,ON
15.7,19.44,WET,885.25,OFF
16.06,18.24,WET,198.93,OFF
30.54,96.36,DRY,462.63,ON
15.74,25.01,DRY,342.91,ON
9.0,84.39,DRY,940.83,ON
48.11,87.9,DRY,344.55,ON
43.74,16.15,WET,793.48,OFF
2.42,67.0,WET,395.63,OFF
42.28,42.29,WET,477.09,OFF
41.34,50.05,DRY,247.46,ON
17.39,52.5,DRY,246.18,ON
39.95,28.64,DRY,163.55,ON
2.29,67.78,WET,423.2,OFF
2.06,77.9,DRY,285.17,ON
17.79,91.36,DRY,443.08,ON
33.55,33.65,DRY,161.26,ON
19.9,38.35,WET,21.96,OFF
18.03,72.55,DRY,838.89,ON
56.71,11.41,DRY,241.29,ON
16.08,0.98,DRY,949.05,ON
0.19,64.23,WET,823.63,OFF
10.66,39.98,DRY,966.47,ON
43.23,7.38,DRY,899.68,ON
8.79,90.49,DRY,318.17,ON
44.19,95.47,DRY,791.38,ON
15.72,11.48,WET,79.58,OFF
37.54,97.12,WET,410.52,OFF
55.66,92.45,WET,74.02,ON
9.24,83.66,DRY,938.45,ON
8.57,48.59,WET,831.36,OFF
35.55,97.41,WET,311.33,OFF
23.15,92.59,DRY,670.97,ON
47.83,54.95,WET,230.27,OFF
57.51,26.33,WET,94.89,ON
20.36,76.79,DRY,613.44,ON
17.99,76.77,WET,430.94,OFF
25.26,40.17,WET,292.63,OFF
14.51,9.22,DRY,505.96,ON
25.06,47.78,DRY,505.26,ON
33.11,93.37,DRY,649.1,ON
19.48,18.17,DRY,616.66,ON
52.52,71.17,DRY,23.57,ON
29.63,14.8,WET,890.42,OFF
9.51,45.6,DRY,559.89,ON
50.63,63.58,WET,402.95,ON
42.54,33.57,DRY,2.32,ON
11.1,64.02,DRY,698.54,ON
17.35,90.47,DRY,716.08,ON
24.76,11.36,DRY,809.36,ON
54.73,28.57,WET,11.33,ON
48.81,49.44,WET,473.89,OFF
53.35,43.7,DRY,934.81,ON
44.39,36.1,DRY,572.76,ON
33.87,43.92,WET,538.67,OFF
15.54,99.55,WET,800.02,OFF
31.44,8.71,DRY,706.96,ON
50.7,17.04,DRY,591.88,ON
2.16,85.28,DRY,971.65,ON
35.72,34.25,DRY,631.77,ON
52.59,7.2,WET,514.09,ON
59.98,3.36,DRY,884.83,ON
11.97,73.87,WET,57.34,OFF
52.92,26.44,WET,589.73,ON
25.08,98.65,WET,370.09,OFF
55.48,94.04,WET,718.63,ON
53.83,84.11,WET,135.04,ON
5.99,62.73,WET,979.37,OFF
35.06,5.02,WET,815.23,ON
18.57,69.66,WET,110.48,OFF
41.44,44.6,DRY,962.64,ON
15.99,79.27,WET,535.82,OFF
46.54,49.05,DRY,901.86,ON
19.84,40.27,WET,362.37,OFF
58.74,33.41,WET,458.92,ON
2.93,6.86,DRY,909.14,ON
41.31,5.96,WET,245.88,ON
17.65,41.88,DRY,39.95,ON
37.23,13.47,WET,410.92,OFF
51.07,39.05,WET,217.63,ON
5.59,24.67,WET,24.42,OFF
15.87,26.61,DRY,426.01,ON
11.73,60.93,WET,426.64,OFF
40.73,68.3,DRY,386.38,ON
22.44,84.01,WET,114.48,OFF
55.95,22.23,WET,824.64,ON
8.98,61.01,WET,826.89,OFF
33.68,48.75,DRY,704.08,ON
45.09,73.47,WET,547.37,OFF
30.59,21.61,WET,884.82,OFF
51.98,55.76,WET,693.03,ON
2.19,43.21,DRY,95.85,ON
52.81,12.71,WET,115.13,ON
7.39,73.65,WET,371.93,OFF
59.01,52.6,WET,69.95,ON
27.37,32.99,WET,937.59,OFF
54.17,74.41,DRY,721.98,ON
16.99,32.27,DRY,246.99,ON
25.65,76.8,DRY,440.4,ON
22.09,61.57,WET,410.35,OFF
21.43,19.43,DRY,235.1,ON
46.57,32.62,WET,553.74,OFF
17.33,36.15,WET,281.37,OFF
50.3,58.6,WET,31.56,ON
11.98,45.45,WET,486.8,OFF
46.77,23.02,WET,447.89,OFF
55.54,21.13,DRY,495.94,ON
26.02,23.95,DRY,777.91,ON
7.19,50.07,WET,82.48,OFF
24.29,97.05,WET,461.92,OFF
44.51,15.35,WET,862.69,OFF
43.37,60.83,DRY,472.81,ON
25.28,1.15,DRY,615.84,ON
21.01,56.03,WET,596.63,OFF
50.13,89.02,WET,257.54,ON
33.15,67.01,DRY,860.1,ON
28.64,38.2,WET,462.02,OFF
14.35,71.24,WET,489.04,OFF
35.34,30.54,WET,766.78,OFF
47.68,57.71,WET,524.19,OFF
57.56,86.15,WET,556.67,ON
17.76,16.4,DRY,519.94,ON
4.17,48.73,DRY,666.89,ON
53.15,0.92,DRY,988.18,ON
12.16,46.3,DRY,126.46,ON
3.48,92.6,WET,793.06,OFF
19.68,75.14,WET,715.08,OFF
13.48,73.85,DRY,352.76,ON
39.66,10.82,WET,680.1,OFF
31.22,36.58,DRY,693.64,ON
36.08,71.57,DRY,806.94,ON
59.8,6.43,WET,732.4,ON
28.58,71.65,WET,595.61,OFF
53.35,64.07,DRY,196.06,ON
23.4,47.88,DRY,709.76,ON
3.69,65.96,WET,898.24,OFF
9.16,89.45,WET,405.91,OFF
42.73,59.39,DRY,518.74,ON
42.62,64.6,DRY,889.81,ON
43.7,51.71,DRY,549.09,ON
19.53,29.55,DRY,560.07,ON
50.09,48.56,DRY,811.13,ON
55.32,48.96,DRY,247.84,ON
57.44,64.58,WET,651.39,ON
37.01,0.56,DRY,384.23,ON
6.55,85.18,WET,374.72,OFF
25.2,39.59,WET,559.94,OFF
3.18,52.76,WET,823.64,OFF
54.73,73.16,DRY,780.2,ON
31.95,66.18,DRY,826.69,ON
16.91,0.29,DRY,188.14,ON
49.25,68.45,DRY,774.76,ON
52.07,45.11,DRY,550.59,ON
9.22,84.36,WET,60.41,OFF
38.65,92.01,DRY,663.84,ON
2.64,87.77,WET,30.98,OFF
59.92,20.04,DRY,102.63,ON
56.08,98.98,DRY,736.97,ON
9.69,72.06,WET,811.93,OFF
46.23,16.63,DRY,876.66,ON
52.08,22.77,DRY,823.18,ON
48.26,37.0,WET,19.0,OFF
57.28,99.93,DRY,81.35,ON
50.94,31.2,WET,666.01,ON
8.02,1.56,WET,232.89,ON
36.71,61.63,WET,652.82,OFF
22.15,26.61,WET,178.43,OFF
1.16,12.55,WET,384.59,OFF
29.08,28.88,WET,532.09,OFF
8.09,11.98,DRY,523.29,ON
36.85,87.86,DRY,362.84,ON
35.88,48.58,DRY,209.4,ON
4.54,45.86,WET,148.38,OFF
33.14,22.98,DRY,409.86,ON
31.37,53.59,DRY,431.02,ON
3.77,51.2,WET,374.05,OFF
45.7,23.32,WET,376.26,OFF
3.97,58.51,DRY,308.08,ON
51.76,18.72,WET,790.28,ON
3.65,61.7,DRY,120.86,ON
13.36,0.55,DRY,964.07,ON
33.46,18.69,WET,292.6,OFF
2.18,7.53,DRY,354.15,ON
20.43,65.85,DRY,738.77,ON
35.5,12.15,DRY,337.98,ON
20.81,48.49,DRY,583.89,ON
46.56,32.95,WET,309.37,OFF
43.87,11.36,DRY,357.25,ON
45.1,95.36,DRY,40.36,ON
28.7,45.62,WET,194.44,OFF
39.22,37.07,WET,612.48,OFF
5.27,75.1,WET,286.31,OFF
35.78,66.8,WET,712.4,OFF
35.5,70.06,WET,441.02,OFF
36.67,90.45,DRY,273.1,ON
52.03,26.17,DRY,523.23,ON
54.24,25.67,WET,854.36,ON
17.39,15.56,DRY,262.05,ON
39.88,13.71,WET,228.01,OFF
34.12,86.16,DRY,748.1,ON
7.41,36.74,DRY,166.62,ON
21.88,11.13,DRY,985.99,ON
13.22,30.05,DRY,13.07,ON
43.17,35.71,DRY,628.58,ON
34.33,48.04,DRY,110.28,ON
2.7,52.46,WET,990.19,OFF
30.95,32.78,DRY,336.45,ON
58.06,51.45,DRY,901.75,ON
37.38,73.14,WET,263.36,OFF
41.6,18.19,DRY,593.14,ON
28.91,69.69,WET,76.79,OFF
4.21,34.25,WET,949.5,OFF
32.74,47.08,WET,836.44,OFF
54.8,8.46,DRY,483.18,ON
14.99,61.96,WET,735.38,OFF
44.25,62.46,WET,945.51,OFF
39.8,75.35,WET,61.89,OFF
33.07,94.22,WET,157.91,OFF
54.36,66.49,DRY,483.67,ON
12.44,75.4,WET,516.83,OFF
37.82,85.58,WET,220.83,OFF
26.92,24.64,DRY,759.02,ON
14.4,55.52,WET,474.42,OFF
16.89,74.5,DRY,40.44,ON
1.52,45.56,WET,142.51,OFF
4.78,53.22,WET,385.96,OFF
57.73,76.61,WET,116.97,ON
59.93,42.84,WET,732.75,ON
45.8,34.22,WET,131.6,OFF
58.4,82.15,DRY,880.13,ON
31.36,46.22,DRY,776.9,ON
40.67,84.63,DRY,162.7,ON
44.09,44.16,WET,572.26,OFF
32.57,51.85,WET,531.28,OFF
21.17,64.95,WET,169.28,OFF
6.18,17.41,WET,864.14,OFF
4.67,89.78,WET,645.99,OFF
33.01,69.69,DRY,831.74,ON
54.36,27.95,DRY,133.74,ON
10.27,72.18,WET,958.62,OFF
17.01,19.45,WET,998.18,OFF
5.82,3.04,WET,517.63,ON
33.22,33.41,DRY,40.61,ON
17.72,77.61,WET,147.52,OFF
44.8,46.04,WET,289.64,OFF
2.32,84.6,WET,104.85,OFF
3.45,25.94,DRY,707.19,ON
38.76,55.08,DRY,607.35,ON
27.98,32.69,WET,335.65,OFF
0.67,76.97,DRY,51.13,ON
41.08,60.83,DRY,794.71,ON
9.1,59.25,DRY,337.13,ON
4.59,35.45,DRY,727.42,ON
55.11,83.58,DRY,506.55,ON
25.55,49.62,WET,646.39,OFF
5.19,97.78,WET,995.87,OFF
51.51,73.25,WET,748.09,ON
44.01,46.7,WET,568.02,OFF
35.36,75.53,DRY,564.11,ON
6.53,84.98,DRY,554.46,ON
44.5,82.87,DRY,51.25,ON
18.55,84.41,DRY,399.05,ON
7.08,61.29,DRY,462.16,ON
25.67,41.45,DRY,626.79,ON
42.39,10.45,WET,195.91,OFF
22.13,3.32,DRY,393.67,ON
8.75,52.37,WET,681.42,OFF
2.84,19.91,WET,849.52,OFF
45.13,66.14,DRY,239.21,ON
9.83,10.82,WET,639.12,OFF
19.79,99.94,WET,74.45,OFF
22.74,81.38,DRY,521.03,ON
14.85,29.75,WET,662.94,OFF
56.83,23.58,WET,675.06,ON
32.93,86.54,DRY,778.32,ON
48.77,27.1,DRY,879.43,ON
30.26,83.39,WET,81.56,OFF
54.36,37.66,DRY,419.89,ON
23.18,28.98,WET,775.97,OFF
30.17,36.11,DRY,826.66,ON
52.88,50.69,WET,815.51,ON
45.52,90.02,WET,282.67,OFF
34.93,71.66,DRY,107.73,ON
6.87,89.9,DRY,77.6,ON
28.32,17.66,WET,32.46,OFF
26.38,84.1,DRY,44.21,ON
41.76,10.03,DRY,647.45,ON
26.02,29.2,DRY,152.56,ON
39.03,79.16,DRY,512.46,ON
22.39,0.93,DRY,188.91,ON
55.58,58.56,WET,514.64,ON
22.7,87.26,DRY,144.04,ON
6.57,49.09,DRY,447.53,ON
0.78,7.06,WET,284.04,ON
6.06,49.16,WET,332.92,OFF
50.87,90.67,DRY,649.55,ON
21.2,52.86,WET,803.14,OFF
5.12,82.14,DRY,257.24,ON
19.85,25.53,DRY,59.44,ON
10.28,27.83,DRY,540.45,ON
23.47,12.79,WET,881.38,OFF
40.0,99.98,WET,455.5,OFF
34.81,96.4,WET,234.27,OFF
37.31,48.4,WET,347.46,OFF
37.6,55.39,WET,512.1,OFF
48.16,50.21,DRY,639.03,ON
23.91,70.66,DRY,566.84,ON
58.67,69.65,DRY,789.67,ON
17.77,46.7,WET,120.85,OFF
51.78,63.83,DRY,862.74,ON
41.49,54.7,DRY,923.38,ON
50.92,56.63,DRY,766.3,ON
21.6,69.97,DRY,866.34,ON
47.53,3.92,WET,852.77,ON
41.67,86.35,WET,734.76,OFF
46.01,78.48,DRY,973.55,ON
37.65,88.12,DRY,82.85,ON
38.84,7.66,DRY,475.3,ON
0.21,59.49,DRY,931.85,ON
11.24,88.98,WET,166.14,OFF
11.25,88.59,DRY,931.52,ON
15.88,81.78,DRY,658.81,ON
17.78,17.15,WET,882.66,OFF
21.36,74.23,WET,190.91,OFF
31.95,41.67,DRY,377.5,ON
21.61,50.45,WET,303.66,OFF
17.57,6.84,DRY,981.33,ON
16.59,80.33,DRY,820.37,ON
32.66,81.26,DRY,243.73,ON
0.44,9.13,DRY,350.84,ON
41.06,41.42,DRY,98.3,ON
50.99,80.13,DRY,408.61,ON
42.81,36.56,DRY,706.13,ON
46.89,20.41,WET,780.18,OFF
55.74,97.41,WET,513.25,ON
12.32,16.4,WET,510.14,OFF
32.35,11.73,WET,181.26,OFF
40.15,64.29,DRY,774.26,ON
28.18,39.12,DRY,611.4,ON
31.1,25.06,WET,644.09,OFF
5.38,22.07,DRY,865.27,ON
5.11,81.47,WET,386.85,OFF
58.23,61.51,DRY,426.23,ON
10.88,16.11,WET,609.45,OFF
4.55,95.15,WET,643.52,OFF
47.81,44.85,WET,852.91,OFF
34.84,24.45,DRY,843.58,ON
50.18,15.26,DRY,466.28,ON
26.08,70.51,WET,611.72,OFF
41.28,40.25,DRY,215.27,ON
32.22,59.27,WET,310.79,OFF
2.3,21.98,DRY,219.61,ON
26.29,17.96,DRY,339.6,ON
3.17,26.78,WET,966.74,OFF
30.54,37.6,WET,939.31,OFF
14.2,19.66,DRY,3.99,ON
27.63,73.34,DRY,635.93,ON
7.55,8.85,WET,645.67,ON
29.44,46.35,WET,813.18,OFF
33.67,52.23,DRY,816.15,ON
29.83,52.12,DRY,450.18,ON
36.9,67.44,WET,336.55,OFF
54.28,82.52,WET,504.33,ON
2.93,9.69,DRY,218.42,ON
42.99,82.27,WET,419.84,OFF
12.19,8.17,WET,364.86,ON
41.22,50.56,DRY,871.45,ON
32.7,94.85,WET,923.13,OFF
27.3,78.69,WET,567.88,OFF
49.7,57.96,WET,813.18,ON
30.97,86.12,WET,610.86,OFF
8.27,46.25,WET,264.0,OFF
48.48,23.32,WET,62.61,OFF
35.27,8.76,WET,896.68,ON
3.6,92.08,DRY,897.51,ON
35.09,70.98,DRY,895.03,ON
24.12,47.91,WET,332.31,OFF
12.71,50.67,WET,278.84,OFF
17.44,26.31,DRY,335.6,ON
18.79,54.22,DRY,860.56,ON
20.67,36.68,WET,883.84,OFF
15.26,44.2,DRY,868.24,ON
32.42,65.65,WET,211.59,OFF
21.09,4.3,DRY,677.12,ON
46.21,85.86,WET,796.9,OFF
46.64,58.53,WET,835.95,OFF
36.51,51.33,DRY,602.22,ON
15.49,2.11,DRY,633.22,ON
33.05,92.92,DRY,305.47,ON
55.67,15.59,DRY,497.9,ON
28.86,1.57,WET,917.48,ON
40.91,77.58,WET,828.38,OFF
42.23,76.19,DRY,844.14,ON
58.63,55.05,DRY,429.5,ON
11.58,94.27,WET,901.07,OFF
42.69,24.04,WET,277.14,OFF
52.38,67.43,WET,48.61,ON
56.31,10.13,DRY,699.47,ON
37.22,63.69,DRY,545.77,ON
44.33,46.08,DRY,860.23,ON
59.21,19.49,DRY,932.79,ON
13.3,69.41,WET,64.55,OFF
11.35,16.42,DRY,583.87,ON
31.43,56.22,WET,309.86,OFF
43.02,43.34,WET,937.61,OFF
37.75,46.94,DRY,395.75,ON
21.89,0.09,WET,907.19,ON
0.8,55.15,WET,467.39,OFF
19.22,10.05,DRY,247.52,ON
